14
519.000000000000000 511.000000000000000 69083244.335530564188957
515.000000000000000 510.000000000000000 38496895.787528075277805
512.000000000000000 511.000000000000000 26381116.155441939830780
521.000000000000000 520.000000000000000 49055828.866329416632652
466.000000000000000 535.000000000000000 47720887.941687352955341
512.000000000000000 512.000000000000000 45622301.498950555920601
506.000000000000000 531.000000000000000 64936306.195515446364880
452.000000000000000 502.000000000000000 44339571.488927148282528
514.000000000000000 510.000000000000000 12991288.251262050122023
467.000000000000000 535.000000000000000 18483444.223761413246393
515.000000000000000 509.000000000000000 18751064.119409069418907
522.000000000000000 519.000000000000000 11182808.525594361126423
451.000000000000000 502.000000000000000 5762144.454242967069149
451.000000000000000 503.000000000000000 5320080.515604590065777
